date,n_gauges,cc_era5,cc_imerg,cc_mlr,a,b,c,cc_gain_vs_era5,cc_gain_vs_best
2005-12-24,184,0.21,-0.02,0.22,66.68,-0.13,-0.1,0.01,0.01
2005-12-25,176,0.0,0.08,0.08,0.0,0.4,0.13,0.08,-0.0
2005-12-26,194,0.74,0.5,0.74,1.6,-0.02,0.19,0.0,0.0
2005-12-27,197,0.48,0.1,0.48,0.3,0.05,0.12,0.0,0.0
2005-12-28,192,0.01,0.14,0.14,-14.48,0.27,0.14,0.14,0.0
2005-12-29,194,0.64,0.36,0.64,0.33,0.04,-0.0,0.0,0.0
2005-12-30,191,0.45,0.19,0.47,45.81,0.7,0.15,0.02,0.02
2005-12-31,186,0.58,0.41,0.62,11.87,0.75,0.16,0.04,0.04
2006-01-01,205,0.81,0.42,0.82,0.66,0.33,-0.15,0.02,0.02
2006-01-02,200,0.68,0.61,0.72,2.0,0.77,-0.02,0.05,0.05
2006-01-03,209,0.71,0.46,0.72,0.56,-0.17,-0.12,0.01,0.01
2006-01-04,192,0.36,0.0,0.36,5.95,0.04,0.07,0.0,0.0
2006-01-05,194,0.14,-0.02,0.14,7.92,-0.07,0.05,0.0,0.0
2006-01-06,191,-0.01,0.19,0.19,-9.25,1.08,0.03,0.2,0.0
2006-01-07,189,0.0,-0.02,0.02,0.0,-0.02,0.02,0.02,0.02
2006-01-08,190,0.63,0.15,0.64,5.54,-0.29,-0.03,0.01,0.01
2006-01-09,193,0.51,0.14,0.53,0.28,0.32,-0.01,0.02,0.02
2006-01-10,195,-0.01,0.04,0.04,-7.71,0.04,0.06,0.06,0.0
2006-01-11,194,-0.01,0.06,0.06,-38.29,0.67,0.17,0.08,0.0
2006-01-12,194,0.49,-0.02,0.49,0.29,-0.1,-0.01,0.0,0.0
2006-01-13,194,0.43,-0.03,0.43,2365.64,-0.08,-0.94,0.0,0.0
2006-01-14,191,-0.06,0.23,0.24,-0.93,0.58,0.1,0.3,0.02
2006-01-15,199,0.36,0.07,0.38,0.67,-0.45,0.25,0.02,0.02
2006-01-16,213,0.27,0.05,0.27,0.27,-0.09,0.15,0.0,0.0
2006-01-17,196,0.62,0.04,0.63,203.99,1.83,-0.05,0.01,0.01
2006-01-18,193,0.3,0.18,0.33,42.52,0.52,0.15,0.03,0.03
2006-01-19,212,0.57,0.3,0.57,0.57,0.24,-0.08,0.0,0.0
2006-01-20,206,0.47,0.16,0.47,0.5,0.12,0.13,0.0,0.0
2006-01-21,191,-0.02,-0.03,0.04,-51.63,-0.32,0.19,0.07,0.07
2006-01-22,188,-0.04,-0.03,0.05,-3.92,-0.08,0.06,0.09,0.08
2006-01-23,193,-0.02,-0.04,0.04,-165.32,-0.57,0.32,0.06,0.06
2006-01-24,193,-0.01,0.08,0.1,-15.24,1.53,0.58,0.1,0.02
2006-01-25,215,0.31,0.31,0.35,0.48,0.45,1.84,0.05,0.05
2006-01-26,219,0.51,0.35,0.52,0.53,0.3,0.62,0.01,0.01
2006-01-27,200,0.37,0.05,0.37,0.71,-0.24,0.33,0.01,0.01
2006-01-28,197,0.68,0.08,0.69,1.25,0.15,0.08,0.0,0.0
2006-01-29,189,0.72,0.11,0.72,1.44,0.07,0.02,0.0,0.0
2006-01-30,192,0.69,0.16,0.7,8.7,0.09,0.04,0.01,0.01
2006-01-31,198,0.26,0.04,0.29,0.26,-0.11,0.06,0.03,0.03
2006-02-01,202,0.48,0.4,0.49,1.86,0.33,0.04,0.01,0.01
2006-02-02,207,0.68,0.31,0.71,1.42,-1.21,0.13,0.03,0.03
2006-02-03,208,0.68,0.23,0.69,1.76,-0.32,-0.09,0.0,0.0
2006-02-04,197,0.55,-0.01,0.55,40.74,0.0,0.01,0.0,0.0
2006-02-05,200,-0.02,-0.02,0.03,-0.0,-0.0,0.0,0.05,0.05
2006-02-06,201,0.39,-0.02,0.39,16.95,-0.14,0.01,0.0,0.0
2006-02-07,202,0.0,0.07,0.07,0.0,0.08,0.05,0.07,-0.0
2006-02-08,202,-0.01,0.16,0.16,-3.56,0.27,0.03,0.17,0.0
2006-02-09,202,0.31,0.46,0.46,-0.16,1.1,-0.1,0.15,0.0
2006-02-10,202,0.39,0.03,0.39,0.32,-0.02,0.04,0.0,0.0
2006-02-11,196,-0.0,-0.02,0.02,22.69,-0.07,0.02,0.02,0.02
2006-02-12,199,0.0,-0.01,0.01,0.0,-0.34,0.03,0.01,0.01
2006-02-13,202,-0.02,-0.01,0.02,-0.14,-0.03,0.01,0.03,0.03
2006-02-14,201,0.11,0.08,0.13,15.94,0.5,0.13,0.02,0.02
2006-02-15,202,0.6,0.11,0.61,0.66,-0.31,-0.03,0.01,0.01
2006-02-16,211,0.25,0.1,0.26,0.12,0.4,0.06,0.01,0.01
2006-02-17,203,0.54,0.17,0.56,1.67,-0.41,-0.13,0.02,0.02
2006-02-18,204,0.44,0.07,0.47,0.36,-0.54,0.15,0.02,0.02
2006-02-19,207,0.58,0.15,0.58,0.56,0.11,0.01,0.0,0.0
2006-02-20,205,0.5,-0.03,0.51,0.42,0.09,0.02,0.0,0.0
2006-02-21,202,-0.04,-0.03,0.06,-0.24,-0.35,0.09,0.1,0.09
2006-02-22,202,-0.01,-0.02,0.02,-0.02,-0.08,0.03,0.03,0.03
2006-02-23,200,0.04,0.27,0.31,-0.34,0.73,0.04,0.26,0.04
2006-02-24,202,0.34,0.77,0.78,0.22,1.74,0.04,0.44,0.01
2006-02-25,198,0.13,0.45,0.46,-0.31,1.37,0.08,0.33,0.02
2006-02-26,197,0.01,-0.03,0.04,1908.37,-0.45,-0.43,0.02,0.02
2006-02-27,201,-0.02,0.12,0.12,-3.52,0.62,0.17,0.14,0.0
2006-02-28,214,0.66,0.3,0.66,1.25,-0.47,0.46,0.0,0.0
2006-03-01,201,0.17,-0.06,0.17,0.15,-0.05,0.61,0.01,0.01
2006-03-02,190,0.42,0.27,0.44,0.49,0.45,0.04,0.02,0.02
2006-03-03,181,-0.0,-0.02,0.02,-0.01,-0.03,0.02,0.02,0.02
2006-03-04,179,0.38,0.04,0.38,0.25,-0.05,0.01,0.0,0.0
2006-03-05,178,0.25,-0.01,0.25,8.08,-0.17,0.2,0.0,0.0
2006-03-06,183,0.09,0.03,0.09,4.7,-0.02,0.21,0.0,0.0
2006-03-07,190,0.3,0.08,0.31,0.81,0.08,0.22,0.01,0.01
2006-03-08,213,0.67,0.29,0.68,0.75,0.42,-0.5,0.01,0.01
2006-03-09,196,0.51,-0.05,0.51,1.87,-0.12,0.64,0.0,0.0
2006-03-10,212,0.76,0.14,0.76,0.91,0.09,-0.75,0.0,0.0
2006-03-11,226,0.63,0.47,0.64,1.05,0.27,0.61,0.01,0.01
2006-03-12,214,0.48,0.5,0.59,0.59,1.2,0.34,0.1,0.08
2006-03-13,191,0.15,-0.06,0.16,0.89,-0.74,1.49,0.01,0.01
2006-03-14,177,0.07,-0.04,0.08,14.05,-0.16,0.74,0.01,0.01
2006-03-15,188,0.37,-0.07,0.38,0.88,-0.05,0.01,0.02,0.02
2006-03-16,183,0.28,0.2,0.32,15.75,0.74,0.2,0.04,0.04
2006-03-17,180,0.57,-0.04,0.58,1.57,-0.13,0.11,0.0,0.0
2006-03-18,191,0.57,0.17,0.57,0.95,-0.01,-0.47,0.0,0.0
2006-03-19,212,0.12,0.22,0.24,0.16,0.58,1.57,0.12,0.01
2006-03-20,212,0.12,0.09,0.14,0.2,0.17,1.51,0.02,0.02
2006-03-21,208,0.66,0.63,0.69,0.63,0.86,0.56,0.03,0.03
2006-03-22,214,0.15,0.21,0.24,0.2,0.62,1.36,0.08,0.03
2006-03-23,181,0.02,0.15,0.15,1.75,1.67,0.64,0.13,0.0
2006-03-24,180,0.16,-0.03,0.17,9853.2,-0.03,-8.06,0.0,0.0
2006-03-25,177,-0.02,-0.01,0.02,-90.97,-0.01,0.31,0.04,0.03
2006-03-26,180,0.26,-0.05,0.3,0.22,-0.05,0.03,0.04,0.04
2006-03-27,194,0.11,-0.01,0.12,0.56,-0.05,0.39,0.01,0.01
2006-03-28,220,0.65,0.2,0.65,1.66,0.07,-2.48,0.0,0.0
2006-03-29,224,0.77,0.53,0.77,0.94,0.15,-0.55,0.0,0.0
2006-03-30,208,0.58,0.09,0.6,0.85,-0.97,0.81,0.03,0.03
2006-03-31,178,0.16,0.29,0.3,1.17,0.65,0.55,0.14,0.01
2006-04-01,199,0.84,0.74,0.86,0.73,0.81,-1.08,0.02,0.02
2006-04-02,183,0.42,0.17,0.42,0.48,0.14,0.33,0.0,0.0
2006-04-03,183,0.0,0.11,0.11,-3.09,0.32,0.36,0.11,0.0
2006-04-04,189,0.46,0.37,0.51,0.74,0.33,-0.02,0.05,0.05
2006-04-05,221,0.46,0.26,0.47,0.53,0.26,-0.17,0.01,0.01
2006-04-06,213,0.61,0.35,0.62,0.9,0.57,0.21,0.01,0.01
2006-04-07,183,0.75,0.32,0.75,1.14,-1.22,0.35,0.01,0.01
2006-04-08,177,0.08,0.14,0.15,1.12,0.58,0.17,0.07,0.01
2006-04-09,177,0.0,-0.03,0.03,0.0,-0.23,0.14,0.03,0.03
2006-04-10,181,-0.01,0.05,0.05,-0.06,0.09,0.09,0.06,0.0
2006-04-11,185,0.22,0.18,0.28,0.14,0.18,0.01,0.05,0.05
2006-04-12,178,-0.02,0.1,0.1,-0.92,0.23,0.14,0.12,0.0
2006-04-13,176,-0.04,0.05,0.06,-1.33,0.12,0.08,0.1,0.01
2006-04-14,181,0.55,0.44,0.56,2.75,0.69,0.1,0.01,0.01
2006-04-15,202,0.55,0.55,0.62,0.25,0.66,-0.08,0.08,0.07
2006-04-16,179,0.09,0.06,0.09,7.2,0.07,0.09,0.01,0.01
2006-04-17,182,0.1,-0.02,0.13,0.12,-0.18,0.02,0.03,0.03
2006-04-18,182,0.08,-0.01,0.09,2.08,-0.02,0.02,0.0,0.0
2006-04-19,179,-0.03,0.0,0.03,-2.16,0.0,0.12,0.05,0.02
2006-04-20,179,-0.04,-0.02,0.04,-1.63,-0.02,0.04,0.08,0.06
2006-04-21,181,-0.02,0.05,0.05,-3.96,0.11,0.13,0.07,0.0
2006-04-22,176,-0.04,-0.04,0.05,-0.14,-0.02,0.03,0.09,0.09
2006-04-23,178,0.23,0.18,0.25,0.28,0.1,0.03,0.02,0.02
2006-04-24,181,0.17,0.27,0.28,0.09,0.2,0.06,0.11,0.01
2006-04-25,177,0.01,0.07,0.07,-0.08,0.21,0.1,0.06,0.0
2006-04-26,178,0.22,0.12,0.23,24.06,0.48,-0.02,0.01,0.01
2006-04-27,187,0.17,0.09,0.19,0.29,0.13,0.04,0.02,0.02
2006-04-28,201,0.31,0.4,0.4,0.08,0.34,0.22,0.09,0.0
2006-04-29,190,0.4,0.36,0.46,0.17,0.28,0.12,0.07,0.07
2006-04-30,181,0.11,0.02,0.11,0.33,0.01,0.04,0.0,0.0
2006-05-01,199,0.23,0.19,0.25,0.4,0.28,0.06,0.02,0.02
2006-05-02,197,0.09,0.15,0.15,-0.01,0.17,0.06,0.06,0.0
2006-05-03,189,0.22,0.23,0.27,0.19,0.46,0.06,0.05,0.04
2006-05-04,185,0.08,-0.05,0.11,0.06,-0.13,0.04,0.03,0.03
2006-05-05,189,0.09,0.73,0.76,-0.15,1.46,-0.05,0.67,0.03
2006-05-06,187,0.24,0.11,0.25,0.39,0.23,0.04,0.01,0.01
2006-05-07,189,0.02,-0.01,0.04,0.06,-0.08,0.02,0.02,0.02
2006-05-08,192,0.42,0.42,0.45,0.58,2.18,0.03,0.03,0.03
2006-05-09,195,0.33,0.4,0.41,0.08,0.45,0.02,0.08,0.01
2006-05-10,197,0.2,0.2,0.28,2.82,5.08,0.13,0.08,0.08
2006-05-11,189,-0.02,0.22,0.22,-8.32,3.28,0.12,0.24,0.0
2006-05-12,187,-0.03,0.29,0.29,-4.54,1.45,0.17,0.32,0.0
2006-05-13,186,0.55,0.11,0.56,27.22,0.35,-0.03,0.01,0.01
2006-05-14,188,-0.01,0.31,0.32,-0.1,0.42,0.02,0.34,0.01
2006-05-15,199,0.34,0.13,0.34,0.69,0.04,0.21,0.0,0.0
2006-05-16,208,0.09,0.16,0.16,0.03,0.28,0.41,0.07,0.0
2006-05-17,198,0.08,0.29,0.3,0.12,1.12,0.13,0.22,0.01
2006-05-18,190,0.35,-0.03,0.36,0.38,-0.11,0.01,0.0,0.0
2006-05-19,193,0.05,0.46,0.49,-0.17,0.57,0.03,0.44,0.03
2006-05-20,190,0.24,0.13,0.24,0.27,-0.01,0.0,0.0,0.0
2006-05-21,189,0.04,0.0,0.04,0.15,-0.0,0.04,0.0,0.0
2006-05-22,207,0.46,0.46,0.48,0.29,0.4,-0.02,0.02,0.02
2006-05-23,198,0.63,0.39,0.65,0.44,0.97,0.05,0.02,0.02
2006-05-24,190,0.02,-0.02,0.03,7.15,-0.23,0.05,0.01,0.01
2006-05-25,192,0.12,-0.01,0.12,0.55,-0.05,0.0,0.0,0.0
2006-05-26,189,-0.02,-0.01,0.02,-1.23,-0.1,0.04,0.03,0.03
2006-05-27,188,0.04,0.0,0.04,0.45,0.0,0.03,0.0,0.0
2006-05-28,187,0.03,0.03,0.03,0.01,0.08,0.02,0.0,0.0
2006-05-29,187,0.23,0.08,0.23,0.38,0.05,0.02,0.0,0.0
2006-05-30,188,0.09,-0.01,0.1,0.69,-1.81,0.03,0.01,0.01
2006-05-31,188,-0.03,-0.01,0.03,-0.22,-3.26,0.05,0.06,0.04
2006-06-01,182,0.2,0.03,0.2,1.91,-0.01,0.29,0.0,0.0
2006-06-02,184,0.04,0.29,0.3,-0.28,0.46,0.19,0.26,0.01
2006-06-03,179,0.25,0.31,0.37,0.44,0.37,0.1,0.12,0.06
2006-06-04,178,0.35,0.01,0.36,0.64,-0.16,-0.01,0.01,0.01
2006-06-05,179,0.15,-0.0,0.16,0.33,-0.04,0.03,0.0,0.0
2006-06-06,179,-0.03,0.44,0.45,-0.51,0.58,0.09,0.48,0.01
2006-06-07,207,0.21,0.28,0.31,0.5,0.4,0.08,0.1,0.03
2006-06-08,223,0.3,0.24,0.35,0.41,0.34,0.37,0.05,0.05
2006-06-09,202,0.23,0.48,0.48,-0.01,0.62,0.75,0.25,0.0
2006-06-10,180,0.06,0.19,0.19,0.01,0.66,0.08,0.14,0.0
2006-06-11,177,0.17,0.0,0.17,1.44,0.0,0.05,0.0,0.0
2006-06-12,181,0.0,-0.02,0.02,0.0,-2.09,0.06,0.02,0.02
2006-06-13,184,-0.03,-0.03,0.03,-0.03,-0.02,0.03,0.07,0.06
2006-06-14,182,-0.05,-0.03,0.05,-0.14,-0.07,0.03,0.1,0.09
2006-06-15,181,0.01,-0.03,0.04,0.04,-0.02,0.04,0.02,0.02
2006-06-16,184,-0.04,-0.04,0.05,-0.01,-0.03,0.03,0.08,0.08
2006-06-17,175,-0.01,0.0,0.01,-0.62,0.0,0.01,0.02,0.01
2006-06-18,177,0.58,0.43,0.69,4.43,9.99,-0.0,0.11,0.11
2006-06-19,180,-0.01,0.0,0.01,-0.13,0.0,0.03,0.03,0.01
2006-06-20,183,0.07,-0.01,0.07,1.11,-0.03,0.04,0.0,0.0
2006-06-21,179,0.39,0.56,0.57,4.26,1.09,-0.0,0.19,0.01
2006-06-22,180,0.11,0.34,0.34,-0.26,0.6,0.05,0.23,0.0
2006-06-23,182,0.01,0.12,0.13,-0.57,0.45,0.26,0.12,0.01
2006-06-24,176,0.47,0.26,0.47,0.58,0.05,0.01,0.0,0.0
2006-06-25,188,-0.03,0.21,0.23,-0.17,0.24,0.2,0.26,0.02
2006-06-26,197,0.25,0.24,0.32,0.15,0.37,0.4,0.07,0.07
2006-06-27,203,0.26,0.31,0.36,0.28,0.65,0.66,0.1,0.05
2006-06-28,199,0.18,0.14,0.22,0.54,0.32,0.71,0.05,0.05
2006-06-29,196,0.35,0.28,0.39,1.03,0.64,0.33,0.04,0.04
2006-06-30,198,0.14,0.32,0.33,0.21,0.44,0.35,0.19,0.01
2006-07-01,180,0.07,0.05,0.08,0.07,0.02,0.67,0.01,0.01
2006-07-02,187,0.2,0.03,0.2,0.53,0.0,1.29,0.0,0.0
2006-07-03,193,0.07,0.09,0.11,0.1,0.1,1.22,0.04,0.02
2006-07-04,186,0.1,0.12,0.15,0.23,0.27,1.65,0.05,0.04
2006-07-05,199,0.31,0.41,0.43,0.16,0.25,2.07,0.12,0.02
2006-07-06,213,0.3,0.34,0.39,0.19,0.41,1.84,0.09,0.05
2006-07-07,211,0.34,0.38,0.42,0.32,0.42,2.36,0.08,0.04
2006-07-08,209,0.32,0.24,0.36,0.47,0.29,2.29,0.05,0.05
2006-07-09,202,0.36,0.24,0.39,0.43,0.22,1.07,0.02,0.02
2006-07-10,190,0.44,0.25,0.45,1.27,0.41,0.4,0.02,0.02
2006-07-11,191,0.32,0.11,0.33,0.66,0.11,0.51,0.01,0.01
2006-07-12,174,0.34,-0.01,0.34,0.59,-0.01,0.12,0.0,0.0
2006-07-13,173,0.07,0.38,0.38,0.19,1.09,0.19,0.31,0.0
2006-07-14,177,0.1,0.29,0.3,0.42,0.8,0.27,0.2,0.01
2006-07-15,186,0.06,0.14,0.14,0.11,0.13,0.41,0.08,0.0
2006-07-16,186,0.14,0.28,0.29,0.23,0.6,0.31,0.15,0.01
2006-07-17,192,0.22,0.46,0.46,0.03,0.59,0.05,0.25,0.0
2006-07-18,195,0.09,0.04,0.09,0.23,0.01,1.03,0.0,0.0
2006-07-19,202,0.0,0.29,0.29,-0.0,0.22,2.12,0.29,0.0
2006-07-20,200,0.09,0.05,0.1,0.15,0.07,1.4,0.01,0.01
2006-07-21,188,0.12,0.17,0.19,0.17,0.29,1.26,0.06,0.02
2006-07-22,193,0.29,0.39,0.43,0.35,0.28,0.2,0.14,0.04
2006-07-23,197,0.22,0.22,0.28,0.3,0.2,0.34,0.06,0.06
2006-07-24,190,0.25,0.31,0.36,0.59,0.26,0.36,0.11,0.05
2006-07-25,192,0.05,0.16,0.16,0.02,0.21,1.59,0.11,0.0
2006-07-26,207,0.26,0.48,0.52,0.58,0.64,-0.89,0.26,0.04
2006-07-27,200,0.26,0.68,0.68,-0.12,0.74,0.47,0.42,0.0
2006-07-28,202,0.31,0.37,0.41,0.21,0.42,1.95,0.11,0.04
2006-07-29,195,0.46,0.43,0.57,0.52,0.57,0.39,0.12,0.12
2006-07-30,209,0.29,0.37,0.42,0.54,0.78,1.61,0.13,0.05
2006-07-31,214,0.14,0.3,0.32,0.15,0.76,2.72,0.18,0.02
2006-08-01,196,0.14,0.37,0.38,-0.09,0.46,1.87,0.24,0.0
2006-08-02,182,0.01,0.29,0.29,-0.06,0.97,1.44,0.28,0.0
2006-08-03,189,0.2,0.34,0.35,0.22,0.36,1.47,0.15,0.01
2006-08-04,209,0.32,0.35,0.43,0.4,0.42,0.54,0.11,0.08
2006-08-05,186,0.18,0.25,0.26,0.12,0.3,2.06,0.08,0.02
2006-08-06,180,0.19,0.28,0.32,0.12,0.37,1.68,0.13,0.04
2006-08-07,194,0.19,0.5,0.51,0.14,0.57,1.15,0.33,0.01
2006-08-08,188,0.08,0.29,0.3,-0.11,0.49,2.09,0.22,0.01
2006-08-09,210,-0.05,0.16,0.17,-0.12,0.2,3.11,0.22,0.01
2006-08-10,195,0.17,0.28,0.33,0.29,0.45,0.63,0.16,0.05
2006-08-11,201,0.12,0.19,0.2,0.19,0.4,1.43,0.08,0.01
2006-08-12,200,0.16,0.44,0.46,0.33,0.67,0.95,0.31,0.02
2006-08-13,193,0.15,0.39,0.39,0.07,0.58,1.3,0.24,0.0
2006-08-14,191,0.19,0.21,0.25,0.21,0.25,2.81,0.06,0.04
2006-08-15,209,0.37,0.38,0.45,0.33,0.32,0.86,0.08,0.07
2006-08-16,197,0.2,0.23,0.26,0.23,0.36,1.38,0.06,0.03
2006-08-17,191,0.4,0.22,0.41,0.91,-0.17,0.86,0.01,0.01
2006-08-18,181,0.49,0.29,0.5,0.86,0.12,0.5,0.01,0.01
2006-08-19,181,0.36,0.41,0.45,0.34,0.66,0.98,0.09,0.05
2006-08-20,179,0.5,0.23,0.51,0.83,0.05,0.44,0.0,0.0
2006-08-21,201,0.36,0.34,0.42,0.97,0.33,0.93,0.06,0.06
2006-08-22,196,0.23,0.6,0.62,0.21,0.5,-0.39,0.38,0.02
2006-08-23,191,-0.02,0.18,0.18,0.0,0.27,1.58,0.19,0.0
2006-08-24,207,0.22,0.34,0.37,0.43,0.59,1.9,0.15,0.02
2006-08-25,198,0.22,0.23,0.3,0.36,0.39,1.64,0.08,0.07
2006-08-26,179,0.74,0.48,0.75,1.29,0.18,-0.18,0.01,0.01
2006-08-27,172,0.37,0.36,0.41,0.2,0.76,0.14,0.04,0.04
2006-08-28,171,0.28,0.49,0.56,4.18,2.78,0.12,0.28,0.06
2006-08-29,173,0.27,0.1,0.27,0.31,0.08,0.23,0.0,0.0
2006-08-30,181,0.18,0.07,0.19,0.2,0.03,0.47,0.0,0.0
2006-08-31,190,0.12,0.24,0.25,0.13,0.23,0.72,0.13,0.01
2006-09-01,194,0.29,0.37,0.43,0.34,0.31,0.47,0.14,0.06
2006-09-02,205,0.27,0.13,0.27,0.48,0.01,1.21,0.0,0.0
2006-09-03,209,0.38,0.64,0.66,0.23,0.58,-0.21,0.28,0.02
2006-09-04,192,0.5,0.55,0.57,0.36,0.42,0.87,0.07,0.03
2006-09-05,196,0.26,0.53,0.54,-0.18,0.89,1.19,0.28,0.01
2006-09-06,201,0.08,0.24,0.25,0.14,0.53,1.62,0.16,0.0
2006-09-07,226,0.19,0.41,0.43,0.18,0.41,1.2,0.24,0.02
2006-09-08,223,0.3,0.34,0.43,0.33,0.4,1.31,0.13,0.09
2006-09-09,204,0.2,0.4,0.4,0.11,1.01,1.07,0.2,0.0
2006-09-10,190,0.3,0.17,0.3,0.42,0.12,0.5,0.01,0.01
2006-09-11,193,0.15,0.3,0.3,0.09,0.81,1.04,0.15,0.0
2006-09-12,197,0.3,0.57,0.57,0.11,0.51,0.74,0.27,0.0
2006-09-13,202,0.48,0.63,0.65,0.23,0.54,-0.0,0.17,0.02
2006-09-14,209,0.44,0.41,0.53,0.86,0.71,0.03,0.09,0.09
2006-09-15,208,0.47,0.47,0.53,0.34,0.47,1.1,0.05,0.05
2006-09-16,182,0.24,0.28,0.28,0.1,0.66,0.38,0.04,0.0
2006-09-17,179,-0.02,-0.01,0.03,-401.99,-0.17,0.25,0.05,0.04
2006-09-18,180,0.18,0.24,0.25,141.04,0.7,0.14,0.06,0.01
2006-09-19,180,0.0,0.0,-0.0,0.0,0.0,0.24,-0.0,-0.0
2006-09-20,186,0.57,0.59,0.63,0.71,0.61,-0.04,0.06,0.04
2006-09-21,192,0.69,0.63,0.71,0.71,0.23,0.16,0.01,0.01
2006-09-22,190,0.82,0.73,0.82,0.62,0.22,0.31,0.0,0.0
2006-09-23,183,0.13,0.27,0.29,0.1,0.77,0.29,0.16,0.02
2006-09-24,178,-0.02,0.21,0.21,-0.0,0.25,0.21,0.23,0.0
2006-09-25,182,0.28,0.08,0.3,1.73,0.88,0.11,0.02,0.02
2006-09-26,183,0.13,0.31,0.33,0.5,0.18,0.03,0.2,0.02
2006-09-27,183,-0.02,0.28,0.28,-0.04,0.08,0.04,0.3,0.0
2006-09-28,180,-0.01,-0.01,0.02,-42.26,-0.01,0.05,0.02,0.02
2006-09-29,179,-0.02,-0.03,0.03,-11.38,-0.05,0.15,0.05,0.05
2006-09-30,174,-0.01,-0.01,0.02,-11.56,-0.03,0.04,0.03,0.03
2006-10-01,178,-0.02,-0.04,0.04,-6.25,-0.01,0.11,0.06,0.06
2006-10-02,179,0.24,0.47,0.47,0.38,0.31,0.01,0.23,0.01
2006-10-03,189,0.54,0.66,0.75,0.57,0.4,-0.08,0.21,0.1
2006-10-04,190,0.26,0.16,0.27,0.97,0.18,0.81,0.01,0.01
2006-10-05,209,0.45,0.55,0.6,0.89,0.47,-0.07,0.15,0.05
2006-10-06,227,0.52,0.61,0.65,0.45,0.55,0.13,0.12,0.04
2006-10-07,203,0.35,0.4,0.43,0.19,0.31,2.28,0.07,0.03
2006-10-08,197,0.34,0.48,0.5,0.26,0.5,1.04,0.16,0.02
2006-10-09,217,0.64,0.73,0.75,0.35,0.66,-0.31,0.11,0.02
2006-10-10,205,0.45,0.28,0.45,0.37,0.02,1.37,0.0,0.0
2006-10-11,186,0.06,0.17,0.18,0.12,0.12,0.19,0.12,0.01
2006-10-12,182,0.09,0.01,0.09,257.24,0.0,0.19,0.0,0.0
2006-10-13,193,0.13,0.11,0.15,0.56,0.49,1.17,0.02,0.02
2006-10-14,223,0.5,0.66,0.66,0.07,0.69,1.74,0.16,0.0
2006-10-15,208,0.27,0.4,0.4,0.09,0.54,1.95,0.13,0.0
2006-10-16,193,0.23,0.11,0.25,0.59,0.45,0.93,0.02,0.02
2006-10-17,207,0.71,0.64,0.75,0.57,0.87,-0.27,0.05,0.05
2006-10-18,200,0.26,0.1,0.26,0.36,0.02,0.69,0.0,0.0
2006-10-19,181,-0.04,0.09,0.1,-0.21,0.75,0.41,0.14,0.01
2006-10-20,178,0.36,0.15,0.36,12.98,-0.23,0.2,0.0,0.0
2006-10-21,178,0.36,0.21,0.41,0.48,-0.25,0.03,0.04,0.04
2006-10-22,177,0.24,0.3,0.37,820.92,8.11,-0.29,0.13,0.06
2006-10-23,183,0.04,0.11,0.13,-0.36,0.75,0.36,0.09,0.01
2006-10-24,211,0.3,0.4,0.42,0.17,0.38,-0.13,0.12,0.02
2006-10-25,217,0.29,0.13,0.29,0.48,0.08,0.95,0.0,0.0
2006-10-26,202,0.52,0.24,0.52,0.43,-0.03,0.45,0.0,0.0
2006-10-27,179,0.32,0.23,0.33,117.65,0.41,0.13,0.01,0.01
2006-10-28,175,-0.01,-0.03,0.03,-10.2,-0.02,0.07,0.04,0.04
2006-10-29,175,-0.0,0.01,0.01,-0.01,0.0,0.03,0.01,0.0
2006-10-30,181,0.42,0.42,0.46,1.09,0.13,0.01,0.05,0.05
2006-10-31,175,-0.01,-0.02,0.02,-1.21,-0.03,0.05,0.03,0.03
2006-11-01,171,-0.04,-0.02,0.04,-483.25,-0.07,0.54,0.08,0.06
2006-11-02,164,-0.02,-0.04,0.04,-92.61,-0.21,0.14,0.06,0.06
2006-11-03,163,0.11,0.03,0.11,317.82,-0.01,-0.33,0.0,0.0
2006-11-04,161,0.43,0.59,0.59,0.04,0.21,-0.01,0.16,0.0
2006-11-05,163,0.24,0.12,0.25,1.92,0.12,0.06,0.01,0.01
2006-11-06,165,0.0,0.06,0.06,0.0,0.29,0.11,0.06,-0.0
2006-11-07,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-08,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-09,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-10,161,-0.02,-0.01,0.02,-0.02,-0.01,0.02,0.04,0.04
2006-11-11,163,0.35,0.36,0.42,1.29,0.87,0.19,0.07,0.06
2006-11-12,178,0.73,0.56,0.75,0.5,0.41,-0.18,0.02,0.02
2006-11-13,168,0.64,0.32,0.64,1.67,-0.02,-0.17,0.0,0.0
2006-11-14,171,0.77,0.48,0.77,1.31,0.04,-0.2,0.0,0.0
2006-11-15,167,0.59,0.15,0.61,31.76,1.01,0.11,0.02,0.02
2006-11-16,166,-0.07,0.3,0.3,4756.2,0.51,-1.99,0.36,0.0
2006-11-17,164,-0.02,-0.02,0.03,-38.68,-0.01,0.07,0.05,0.05
2006-11-18,159,0.0,-0.02,0.02,0.0,-0.01,0.02,0.02,0.02
2006-11-19,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
